code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,earnings_yoy,buy_close_raw,end_close_raw,raw_return,qfq_return,buy_close_qfq,end_close_qfq,buy_trade_date,end_trade_date
sh.603596,伯特利,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,60.01,0.0,0.0,93.4,62.2,64.9,40.7,73.5,57.1,"价值线=36.75, 现价/价值=1.63, 扣非EPS=1.84, akshare东方财富扣非净利润同比=38.6%, 市值=363.1亿",-0.0155839895013123,0.1935163086714397,363.080013957219,36.75294943561484,1.6327941273156243,1.84,1.84,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,73.5,高质量趋势,,,,,,,,,
sh.603529,爱玛科技,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,VALUE,基本价值线,43.97,16.3,16.3,81.7,78.7,53.1,45.9,73.1,59.5,"价值线=38.71, 现价/价值=1.14, 扣非EPS=2.13, akshare东方财富扣非净利润同比=31.6%, 市值=369.8亿",-0.0638705556738343,0.0618208162279643,369.8412267102258,38.70859310340164,1.1359234855822231,2.13,2.13,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,73.1,高质量趋势,,,,,-0.4873941152911747,42.48878261,21.78,2025-05-06,2026-05-18
sh.600066,宇通客车,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,26.72,19.9,19.9,78.1,75.4,68.2,47.8,72.8,60.3,"价值线=24.06, 现价/价值=1.11, 扣非EPS=1.57, akshare东方财富扣非净利润同比=12.5%, 市值=590.3亿",-0.0107367641614217,-0.0443490701001431,590.3270193121018,24.06032940962078,1.1105417363619186,1.57,1.57,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,72.8,高质量趋势,,26.72,31.71,0.18675149700598803,0.3304314404134372,23.8343736,31.71,2025-05-06,2026-05-18
sh.600583,海油工程,B11开采专业及辅助性活动,B11开采专业及辅助性活动,VALUE,基本价值线,5.34,100.0,100.0,54.8,6.2,57.3,72.8,40.4,56.6,"价值线=10.95, 现价/价值=0.49, 扣非EPS=0.41, akshare东方财富扣非净利润同比=19.3%, 市值=235.6亿",-0.0598591549295774,0.0094517958412096,235.57033595121948,10.95311817128186,0.4875324009560148,0.41,0.41,1.0,年报扣非EPS,,,,,低估价值,深度低估,72.8,低估价值,,5.34,6.31,0.18164794007490626,0.2269213374259229,5.142954,6.31,2025-05-06,2026-05-18
sh.600827,百联股份,F52零售业,F52零售业,PE,PE低估,9.58,95.1,95.1,43.1,35.0,60.7,72.6,45.5,59.1,"PE=10.90, 低估均值=16.60, 比值=0.66, 分位=3%",0.0345572354211662,0.0126849894291753,,,,,,,,10.90347,16.597369999999998,0.6569396235668664,0.030406852248394,低估价值,价值线内/历史低位,72.6,低估价值,,9.58,8.26,-0.13778705636743216,-0.11530246860708115,9.3365243,8.26,2025-05-06,2026-05-18
sh.600519,贵州茅台,C15酒、饮料和精制茶制造业,消费,PE,PE低估,1550.2,75.0,68.4,58.3,58.3,100.0,71.7,65.4,68.5,"PE=21.88, 低估均值=24.26, 比值=0.90, 分位=14%",0.0007617719590451,0.1042883601652657,,,,,,,,21.877879,24.258029818181814,0.901881940288578,0.1359183673469387,低估价值,价值线内/历史低位,71.7,低估价值,,1550.2,1323.0,-0.14656173396981043,-0.11501741469935411,1494.9446712,1323.0,2025-05-06,2026-05-18
sh.600329,达仁堂,C27医药制造业,医药医疗,PE,PE低估,29.65,100.0,100.0,47.6,2.5,45.0,71.6,34.1,52.9,"PE=10.30, 低估均值=20.22, 比值=0.51, 分位=0%",-0.0524129114733141,-0.0705329153605015,,,,,,,,10.302645,20.223782363636364,0.5094321534296574,0.0024489795918367,低估价值,价值线内/历史低位,71.6,低估价值,,29.65,42.5,0.43338954468802715,0.5718145353748871,27.03881345,42.5,2025-05-06,2026-05-18
sh.600300,维维股份,C15酒、饮料和精制茶制造业,消费,PE,PE低估,3.61,95.2,95.2,21.6,60.6,76.3,71.5,47.2,59.3,"PE=16.43, 低估均值=40.54, 比值=0.41, 分位=13%",0.0744047619047618,0.0939393939393939,,,,,,,,16.42833,40.53754375,0.4052620973119517,0.1257142857142857,低估价值,价值线内/历史低位,71.5,低估价值,,3.61,3.46,-0.04155124653739606,-0.006747685435039896,3.4835056,3.46,2025-05-06,2026-05-18
sh.603568,伟明环保,N77生态保护和环境治理业,N77生态保护和环境治理业,VALUE,基本价值线,19.59,85.0,60.9,71.3,29.0,45.6,71.3,53.3,62.3,"价值线=23.78, 现价/价值=0.82, 扣非EPS=1.55, akshare东方财富扣非净利润同比=0.7%, 市值=331.0亿",-0.0811444652908067,-0.0190285428142212,330.9945272449897,23.7772686151513,0.8238961470754005,1.55,1.55,1.0,年报扣非EPS,,,,,低估价值,深度低估,71.3,低估价值,,19.59,20.06,0.023991832567636484,0.04953865291832149,19.11315981,20.06,2025-05-06,2026-05-18
sh.601058,赛轮轮胎,C29橡胶和塑料制品业,C29橡胶和塑料制品业,VALUE,基本价值线,12.61,85.0,81.4,63.9,25.0,70.7,71.2,52.4,61.8,"价值线=18.55, 现价/价值=0.68, 扣非EPS=1.24, akshare东方财富扣非净利润同比=-0.7%, 市值=406.0亿",-0.129744651483782,-0.1468200270635994,405.9959657540024,18.546930710153845,0.6798968625626252,1.24,1.24,1.0,年报扣非EPS,,,,,低估价值,深度低估,71.2,低估价值,,,,,,,,,
sh.600153,建发股份,L72商务服务业,L72商务服务业,VALUE,基本价值线,10.44,100.0,100.0,24.0,84.4,54.6,71.1,53.5,62.3,"价值线=20.64, 现价/价值=0.51, 扣非EPS=0.46, akshare东方财富扣非净利润同比=-65.3%, 市值=432.3亿",0.0215264187866925,0.1106382978723403,432.3002915727391,20.639297427559374,0.5058311716589543,0.46,0.46,1.0,年报扣非EPS,,,,,低估价值,深度低估,71.1,低估价值,,,,,-0.01026025099864536,9.92180016,9.82,2025-05-06,2026-05-18
sh.600582,天地科技,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,6.22,93.6,93.6,42.3,55.4,58.7,70.9,51.9,61.4,"价值线=10.45, 现价/价值=0.60, 扣非EPS=0.59, akshare东方财富扣非净利润同比=-29.0%, 市值=257.5亿",-0.0296411856474259,0.0687285223367697,257.5159760386091,10.451181523208325,0.5951480209378827,0.591,0.591,1.0,年报扣非EPS,,,,,低估价值,深度低估,70.9,低估价值,,6.22,5.43,-0.12700964630225087,-0.08013808228508745,5.9030599,5.43,2025-05-06,2026-05-18
sh.600276,恒瑞医药,C27医药制造业,医药医疗,PE,PE低估,51.0,75.0,58.1,45.2,86.1,96.4,70.8,68.7,69.8,"PE=47.55, 低估均值=47.74, 比值=1.00, 分位=17%",0.0029498525073745,0.1588275391956373,,,,,,,,47.551243,47.73868981818182,0.9960734821400477,0.1689795918367347,低估价值,价值线内/历史低位,70.8,低估价值,,,,,,,,,
sh.600352,浙江龙盛,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,9.9,88.4,88.4,40.0,61.3,58.9,70.7,52.7,61.7,"PB=0.93, 低估均值=1.38, 比值=0.67, 分位=13%",0.0432033719704951,0.03125,,,,,,,,0.929172,1.37854,0.6740261436012013,0.1310204081632653,低估价值,价值线内/历史低位,70.7,低估价值,,,,,0.23359892992897202,9.4682313,11.68,2025-05-06,2026-05-18
sh.601128,常熟银行,J66货币金融服务,金融,PE,PE低估,7.25,96.3,96.3,24.5,58.6,56.5,70.6,44.8,57.7,"PE=5.54, 低估均值=8.62, 比值=0.64, 分位=2%",0.0269121813031161,-0.0095628415300547,,,,,,,,5.541153,8.6174337,0.6430166094576394,0.0225636101776284,低估价值,价值线内/历史低位,70.6,低估价值,,7.25,7.19,-0.008275862068965467,,,,2025-05-06,2026-05-18
sh.600301,华锡有色,B09有色金属矿采选业,资源金属,PB,PB低估,19.72,91.2,91.2,45.0,30.5,58.9,70.3,44.3,57.3,"PB=3.01, 低估均值=4.41, 比值=0.68, 分位=8%",-0.1320422535211267,0.1091113610798648,,,,,,,,3.006227,4.409224125,0.681804080440116,0.0768187980117487,低估价值,价值线内/历史低位,70.3,低估价值,,,,,,,,,
sh.601601,中国太保,J68保险业,金融,PE,PE低估,30.42,91.9,91.9,45.0,4.1,80.5,70.3,38.3,54.3,"PE=6.83, 低估均值=9.86, 比值=0.69, 分位=1%",-0.0614008022215364,-0.0330578512396694,,,,,,,,6.833165,9.8603637,0.6929932006463414,0.0073469387755102,低估价值,价值线内/历史低位,70.3,低估价值,,30.42,33.87,0.11341222879684398,0.14620397841532817,29.54971422,33.87,2025-05-06,2026-05-18
sh.600812,华北制药,C27医药制造业,医药医疗,PE,PE低估,6.09,94.2,94.2,30.7,56.0,46.1,69.7,45.0,57.4,"PE=62.82, 低估均值=94.79, 比值=0.66, 分位=6%",-0.0256,0.0778761061946902,,,,,,,,62.819114,94.78664777777776,0.6627422265979492,0.0560040363269424,低估价值,价值线内/历史低位,69.7,低估价值,,6.09,4.97,-0.1839080459770115,-0.18032360108455425,6.06336843,4.97,2025-05-06,2026-05-18
sh.601200,上海环境,N77生态保护和环境治理业,N77生态保护和环境治理业,VALUE,基本价值线,7.92,93.3,93.3,54.3,32.6,31.9,69.4,45.3,57.4,"价值线=13.27, 现价/价值=0.60, 扣非EPS=0.41, akshare东方财富扣非净利润同比=18.5%, 市值=106.6亿",-0.0282208588957055,0.0127877237851661,106.62226976950896,13.26827770615689,0.5969124384791008,0.40753,0.40753,1.0,年报扣非EPS,,,,,低估价值,深度低估,69.4,低估价值,,,,,0.012547488477209656,7.82185536,7.92,2025-05-06,2026-05-18
sh.601668,中国建筑,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,5.53,98.1,98.1,15.0,35.1,81.7,69.4,36.2,52.8,"PB=0.49, 低估均值=0.78, 比值=0.62, 分位=2%",0.0473484848484848,0.0036297640653357,,,,,,,,0.487989,0.7846811818181817,0.6218946131335565,0.0151020408163265,低估价值,价值线内/历史低位,69.4,低估价值,,,,,,,,,
sh.603218,日月股份,C34通用设备制造业,C34通用设备制造业,VALUE,基本价值线,12.17,85.0,61.7,62.9,31.8,43.1,68.9,50.1,59.5,"价值线=14.87, 现价/价值=0.82, 扣非EPS=0.33, akshare东方财富扣非净利润同比=49.4%, 市值=122.9亿",-0.0602316602316601,0.0201173512154233,122.90162673061212,14.874751379466964,0.8181649353009967,0.33,0.33,1.0,年报扣非EPS,,,,,低估价值,深度低估,68.9,低估价值,,,,,0.04880827313352731,11.83247722,12.41,2025-05-06,2026-05-18
sh.601033,永兴股份,N77生态保护和环境治理业,N77生态保护和环境治理业,VALUE,基本价值线,15.34,85.0,70.5,53.1,58.7,45.3,68.8,55.5,62.1,"价值线=20.28, 现价/价值=0.76, 扣非EPS=0.87, akshare东方财富扣非净利润同比=-3.5%, 市值=136.9亿",-0.0321766561514195,0.1371386212008896,136.8687527141701,20.27867751504123,0.7564595861156092,0.87,0.87,1.0,年报扣非EPS,,,,,低估价值,深度低估,68.8,低估价值,,,,,0.05782356820289358,14.16115168,14.98,2025-05-06,2026-05-18
sh.600528,中铁工业,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,7.39,100.0,100.0,37.5,28.5,45.6,68.7,38.7,53.7,"价值线=15.79, 现价/价值=0.47, 扣非EPS=0.70, akshare东方财富扣非净利润同比=-31.6%, 市值=173.3亿",-0.1053268765133171,-0.0301837270341207,173.25626412625567,15.79106689999665,0.467986111818801,0.7,0.7,1.0,年报扣非EPS,,,,,低估价值,深度低估,68.7,低估价值,,,,,0.04141927541944268,7.30733546,7.61,2025-05-06,2026-05-18
sh.600521,华海药业,C27医药制造业,医药医疗,PE,PE低估,14.35,99.6,99.6,32.1,1.2,57.0,68.6,28.4,48.5,"PE=18.89, 低估均值=31.22, 比值=0.61, 分位=3%",-0.1228606356968214,-0.0753865979381442,,,,,,,,18.889284,31.216030181818187,0.6051148685460358,0.0277551020408163,低估价值,价值线内/历史低位,68.6,低估价值,,14.35,16.18,0.1275261324041812,0.14101290494057883,14.180383,16.18,2025-05-06,2026-05-18
sh.600761,安徽合力,C34通用设备制造业,C34通用设备制造业,VALUE,基本价值线,16.34,85.0,75.9,51.2,47.7,59.7,68.6,53.0,60.8,"价值线=22.74, 现价/价值=0.72, 扣非EPS=1.25, akshare东方财富扣非净利润同比=-13.8%, 市值=136.0亿",-0.1555555555555556,-0.0455607476635514,135.9965055398112,22.737136634890128,0.7186480981482196,1.25,1.25,1.0,年报扣非EPS,,,,,低估价值,深度低估,68.6,低估价值,,,,,,,,,
sh.600008,首创环保,D46水的生产和供应业,D46水的生产和供应业,PB,PB低估,3.16,86.0,86.0,36.9,59.3,58.0,68.3,50.3,59.3,"PB=1.10, 低估均值=1.54, 比值=0.71, 分位=12%",0.0063694267515923,0.0193548387096773,,,,,,,,1.097442,1.539734909090909,0.7127473654851095,0.1159183673469387,低估价值,价值线内/历史低位,68.3,低估价值,,3.16,3.08,-0.025316455696202556,0.04223941896208183,2.95517512,3.08,2025-05-06,2026-05-18
sh.600685,中船防务,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,VALUE,基本价值线,24.06,85.0,59.5,53.4,36.2,60.8,68.2,50.1,59.1,"价值线=28.86, 现价/价值=0.83, 扣非EPS=0.24, akshare东方财富扣非净利润同比=605.3%, 市值=340.1亿",0.0388601036269429,0.0317324185248713,340.1320086588121,28.85739905888269,0.833754973929087,0.2374,0.2374,1.0,年报扣非EPS,,,,,低估价值,深度低估,68.2,低估价值,,24.06,30.32,0.2601828761429761,0.26721974740028975,23.92639482,30.32,2025-05-06,2026-05-18
sh.601827,三峰环境,N77生态保护和环境治理业,N77生态保护和环境治理业,VALUE,基本价值线,8.22,94.2,94.2,51.3,33.6,23.2,68.2,43.0,55.6,"价值线=13.92, 现价/价值=0.59, 扣非EPS=0.69, akshare东方财富扣非净利润同比=1.2%, 市值=137.6亿",-0.0214285714285713,0.0275,137.6344938992696,13.919073161371074,0.5905565625455987,0.69,0.69,1.0,年报扣非EPS,,,,,低估价值,深度低估,68.2,低估价值,,,,,,,,,
sh.600048,保利发展,K70房地产业,K70房地产业,PB,PB低估,8.35,100.0,100.0,5.4,34.1,83.0,68.1,31.8,50.0,"PB=0.51, 低估均值=1.10, 比值=0.47, 分位=3%",0.0072376357056695,0.0145808019441069,,,,,,,,0.513983,1.098714375,0.467804018674098,0.026938775510204,低估价值,价值线内/历史低位,68.1,低估价值,,8.35,6.05,-0.27544910179640714,-0.25969768953667904,8.17233705,6.05,2025-05-06,2026-05-18
sh.600258,首旅酒店,H61住宿业,消费,VALUE,基本价值线,14.93,85.0,59.8,49.3,42.7,65.9,68.1,51.3,59.7,"价值线=17.96, 现价/价值=0.83, 扣非EPS=0.66, akshare东方财富扣非净利润同比=12.0%, 市值=166.7亿",0.0506685432793805,0.1537867078825348,166.69986903834777,17.96148042863104,0.8312232423893753,0.6567,0.6567,1.0,年报扣非EPS,,,,,低估价值,深度低估,68.1,低估价值,,,,,,,,,
sh.601083,锦江航运,G55水上运输业,G55水上运输业,PB,PB低估,11.19,75.0,38.3,44.7,93.6,62.0,68.0,65.9,67.0,"PB=1.62, 低估均值=1.78, 比值=0.91, 分位=60%",0.15599173553719,0.1904255319148935,,,,,,,,1.615254,1.7792830000000002,0.907811742145572,0.6029411764705882,低估价值,价值线内/历史低位,68.0,低估价值,,,,,0.09812773928046115,10.72734945,11.78,2025-05-06,2026-05-18
sh.600522,中天科技,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,14.06,85.0,75.3,49.0,34.8,72.6,67.9,49.3,58.6,"价值线=19.46, 现价/价值=0.72, 扣非EPS=0.75, akshare东方财富扣非净利润同比=20.5%, 市值=478.4亿",-0.0242886884108257,0.0523952095808384,478.3971916082994,19.45665206069712,0.7226320312527725,0.748,0.748,1.0,年报扣非EPS,,,,,低估价值,深度低估,67.9,低估价值,,14.06,43.95,2.1258890469416785,2.192683171574182,13.76585074,43.95,2025-05-06,2026-05-18
sh.600132,重庆啤酒,C15酒、饮料和精制茶制造业,消费,PE,PE低估,57.79,75.0,73.9,70.0,35.1,55.1,67.8,55.8,61.8,"PE=24.63, 低估均值=29.37, 比值=0.84, 分位=13%",-0.027104377104377,0.0609509821920322,,,,,,,,24.634718,29.37443755555556,0.8386447554411425,0.1347150259067357,低估价值,价值线内/历史低位,67.8,低估价值,,57.79,52.72,-0.08773144142585221,-0.050062624747593376,55.49839534,52.72,2025-05-06,2026-05-18
sh.600150,中国船舶,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,VALUE,基本价值线,29.59,75.0,55.8,64.8,26.7,81.9,67.8,54.5,61.1,"价值线=34.42, 现价/价值=0.86, 扣非EPS=0.69, akshare东方财富扣非净利润同比=230.2%, 市值=1317.4亿",-0.0367838541666666,-0.1177698270721526,1317.3564489130438,34.41809899769968,0.8597220898800261,0.69,0.69,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,67.8,低估价值,,29.59,38.17,0.28996282527881045,0.3005047165108474,29.35014346,38.17,2025-05-06,2026-05-18
sh.600875,东方电气,C34通用设备制造业,C34通用设备制造业,VALUE,基本价值线,16.16,85.0,58.6,42.0,64.3,63.0,67.8,55.1,61.5,"价值线=19.24, 现价/价值=0.84, 扣非EPS=0.64, akshare东方财富扣非净利润同比=0.2%, 市值=500.1亿",0.0358974358974359,0.0978260869565217,500.062920416425,19.23638920302205,0.8400744978408553,0.64,0.64,1.0,年报扣非EPS,,,,,低估价值,深度低估,67.8,低估价值,,16.16,39.97,1.4733910891089108,1.5231063771645612,15.84158336,39.97,2025-05-06,2026-05-18
sh.601778,晶科科技,D44电力、热力生产和供应业,半导体/电子,PB,PB低估,2.67,95.7,95.7,30.9,31.3,43.7,67.8,36.2,52.0,"PB=0.62, 低估均值=0.98, 比值=0.63, 分位=8%",-0.0464285714285713,0.0,,,,,,,,0.617514,0.981174,0.6293623760923139,0.0781379883624272,低估价值,价值线内/历史低位,67.8,低估价值,,2.67,6.6,1.4719101123595504,1.4967124538763579,2.64347622,6.6,2025-05-06,2026-05-18
sh.600639,浦东金桥,K70房地产业,资源金属,PB,PB低估,10.51,97.9,97.9,38.2,4.6,38.1,67.6,29.4,48.5,"PB=0.82, 低估均值=1.31, 比值=0.62, 分位=4%",-0.0624442462087423,-0.0223255813953489,,,,,,,,0.818331,1.310946818181818,0.624228983701232,0.036734693877551,低估价值,价值线内/历史低位,67.6,低估价值,,10.51,10.07,-0.04186489058039955,-0.01360364871987263,10.20887799,10.07,2025-05-06,2026-05-18
sh.600585,海螺水泥,C30非金属矿物制品业,资源金属,PB,PB低估,24.02,97.4,97.4,15.0,33.6,67.6,67.5,33.5,50.5,"PB=0.67, 低估均值=1.07, 比值=0.62, 分位=6%",-0.0020772746157041,0.012220817530552,,,,,,,,0.66922,1.0726063636363636,0.6239194756697154,0.0579591836734693,低估价值,价值线内/历史低位,67.5,低估价值,,24.02,20.04,-0.16569525395503748,-0.12910276482467598,23.01075166,20.04,2025-05-06,2026-05-18
sh.603583,捷昌驱动,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,43.43,0.0,0.0,70.8,70.6,72.5,35.5,67.4,51.5,"价值线=25.04, 现价/价值=1.73, 扣非EPS=0.63, akshare东方财富扣非净利润同比=113.1%, 市值=166.4亿",0.0647217455258641,0.565045045045045,166.4128304613492,25.03727034270052,1.7346140136503254,0.63,0.63,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,67.4,高质量趋势,,43.43,28.94,-0.3336403407782639,-0.3283700606441383,43.08920479,28.94,2025-05-06,2026-05-18
sh.600233,圆通速递,G60邮政业,G60邮政业,PB,PB低估,13.17,95.2,95.2,24.5,32.9,54.1,67.2,35.4,51.3,"PB=1.40, 低估均值=2.13, 比值=0.66, 分位=0%",0.0241057542768274,-0.022271714922049,,,,,,,,1.395062,2.128965,0.6552770947385232,0.0036734693877551,低估价值,价值线内/历史低位,67.2,低估价值,,13.17,19.78,0.501898253606682,0.5445049676441125,12.80669238,19.78,2025-05-06,2026-05-18
sh.601921,浙版传媒,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,8.03,86.7,86.7,45.2,56.8,46.1,67.2,51.5,59.3,"价值线=12.48, 现价/价值=0.64, 扣非EPS=0.50, akshare东方财富扣非净利润同比=24.5%, 市值=178.4亿",0.017743979721166,0.0607661822985468,178.4267416002034,12.481881978784624,0.6433324729114199,0.5015,0.5015,1.0,年报扣非EPS,,,,,低估价值,深度低估,67.2,低估价值,,8.03,7.4,-0.07845579078455778,-0.03181848731869963,7.6431949,7.4,2025-05-06,2026-05-18
sh.603605,珀莱雅,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,94.58,77.4,77.4,51.6,46.2,70.8,67.2,53.9,60.5,"PB=6.52, 低估均值=8.12, 比值=0.80, 分位=13%",0.1382837886628956,0.1568003913894324,,,,,,,,6.522352,8.120101444444446,0.8032352852515675,0.1281060187741579,低估价值,价值线内/历史低位,67.2,低估价值,,94.58,56.17,-0.40611122858955384,-0.3914519137396276,92.30166238,56.17,2025-05-06,2026-05-18
sh.600176,中国巨石,C30非金属矿物制品业,资源金属,PB,PB低估,12.03,83.7,83.7,26.5,81.0,61.9,67.0,53.7,60.4,"PB=1.57, 低估均值=2.06, 比值=0.76, 分位=9%",-0.0638132295719844,0.1077348066298342,,,,,,,,1.565101,2.0636045454545457,0.758430680649261,0.0897959183673469,低估价值,价值线内/历史低位,67.0,低估价值,,12.03,34.14,1.8379052369077309,1.9264055949089673,11.66618874,34.14,2025-05-06,2026-05-18
sh.600389,江山股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,17.03,84.1,84.1,35.1,73.1,46.9,67.0,52.6,59.8,"PB=1.89, 低估均值=2.58, 比值=0.74, 分位=12%",0.1460296096904443,0.1884159106769016,,,,,,,,1.894312,2.575934727272727,0.7353881990657443,0.1159183673469387,低估价值,价值线内/历史低位,67.0,低估价值,,17.03,26.4,0.5502055196711684,0.5864349342649777,16.64108589,26.4,2025-05-06,2026-05-18
sh.601989,中国重工,,未分类,VALUE,基本价值线,4.22,85.0,61.8,50.0,29.1,65.5,67.0,46.8,56.9,"价值线=5.16, 现价/价值=0.82, 扣非EPS=0.03, akshare东方财富扣非净利润同比=437.7%, 市值=957.5亿",-0.0047169811320755,-0.0765864332603939,957.4878348148148,5.162227321291612,0.8174765924380365,0.027,0.027,1.0,年报扣非EPS,,,,,低估价值,深度低估,67.0,低估价值,,4.22,5.1,0.20853080568720372,0.21393768413232905,4.20120412,5.1,2025-05-06,2025-09-04
sh.603565,中谷物流,G55水上运输业,G55水上运输业,PB,PB低估,10.35,75.0,63.9,46.3,83.6,58.5,67.0,62.6,64.8,"PB=1.87, 低估均值=2.13, 比值=0.88, 分位=23%",-0.0372093023255813,0.1398678414096916,,,,,,,,1.874329,2.126733666666667,0.8813181590987492,0.2347122302158273,低估价值,价值线内/历史低位,67.0,低估价值,,10.35,10.45,0.009661835748792313,0.1357863688658718,9.2006739,10.45,2025-05-06,2026-05-18
sh.603601,再升科技,C30非金属矿物制品业,资源金属,PB,PB低估,3.52,96.4,96.4,30.6,33.8,28.4,66.9,34.7,50.8,"PB=1.70, 低估均值=3.52, 比值=0.48, 分位=11%",-0.0222222222222222,0.032258064516129,,,,,,,,1.697347,3.519357125,0.4822889350849837,0.1061224489795918,低估价值,价值线内/历史低位,66.9,低估价值,,3.52,18.56,4.2727272727272725,4.3088807506391245,3.4960288,18.56,2025-05-06,2026-05-18
sh.600211,西藏药业,C27医药制造业,医药医疗,PE,PE低估,35.69,94.1,94.1,29.4,29.8,46.4,66.7,35.3,51.0,"PE=11.42, 低估均值=17.08, 比值=0.67, 分位=1%",-0.0784921249677252,-0.0052954292084728,,,,,,,,11.416243,17.084392777777776,0.6682264420219534,0.006938775510204,低估价值,价值线内/历史低位,66.7,低估价值,,35.69,41.2,0.15438498178761573,0.17633540035830175,35.0240246,41.2,2025-05-06,2026-05-18
sh.600273,嘉化能源,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,8.51,86.3,86.3,22.5,84.7,51.6,66.7,51.8,59.3,"PB=1.14, 低估均值=1.60, 比值=0.71, 分位=11%",0.0480295566502464,0.0952380952380953,,,,,,,,1.142946,1.6029316999999998,0.7130347475191864,0.1114285714285714,低估价值,价值线内/历史低位,66.7,低估价值,,8.51,7.82,-0.08108108108108103,-0.03838740509237215,8.13217302,7.82,2025-05-06,2026-05-18
sh.601179,中国西电,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,6.35,75.0,55.3,67.4,25.7,64.0,66.7,52.7,59.7,"价值线=7.36, 现价/价值=0.86, 扣非EPS=0.19, akshare东方财富扣非净利润同比=54.1%, 市值=325.5亿",-0.0620384047267356,-0.1155988857938719,325.5226239711934,7.357330602115525,0.8630847712856783,0.1944,0.1944,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,66.7,低估价值,,6.35,17.12,1.6960629921259844,1.7257987304767552,6.28072785,17.12,2025-05-06,2026-05-18
sh.600109,国金证券,J67资本市场服务,金融,PB,PB低估,8.2,91.0,91.0,32.0,31.7,54.1,66.6,38.2,52.4,"PB=0.89, 低估均值=1.26, 比值=0.70, 分位=3%",-0.0341578327444053,-0.0012180267965896,,,,,,,,0.887973,1.262053909090909,0.7035935577741133,0.0285714285714285,低估价值,价值线内/历史低位,66.6,低估价值,,8.2,8.81,0.07439024390243909,0.0885887064000146,8.0930474,8.81,2025-05-06,2026-05-18
sh.600167,联美控股,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,6.02,98.7,98.7,15.8,63.5,20.3,66.6,37.3,52.0,"PB=1.19, 低估均值=2.15, 比值=0.56, 分位=7%",0.036144578313253,0.0807899461400358,,,,,,,,1.194362,2.1511968,0.5552081520389022,0.0697959183673469,低估价值,价值线内/历史低位,66.6,低估价值,,6.02,6.77,0.12458471760797352,0.1645340584842765,5.8134839,6.77,2025-05-06,2026-05-18
sh.600789,鲁抗医药,C27医药制造业,医药医疗,PE,PE低估,10.15,75.0,63.8,36.3,79.0,83.2,66.6,60.2,63.4,"PE=22.47, 低估均值=22.51, 比值=1.00, 分位=8%",-0.0896860986547085,0.0797872340425531,,,,,,,,22.471954,22.510826857142856,0.9982731484103384,0.076290543627227,低估价值,价值线内/历史低位,66.6,低估价值,,10.15,8.34,-0.17832512315270943,-0.1692323714583207,10.03890825,8.34,2025-05-06,2026-05-18
sh.600933,爱柯迪,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,17.2,75.0,44.5,60.2,52.8,57.6,66.6,58.0,62.3,"价值线=18.33, 现价/价值=0.94, 扣非EPS=0.92, akshare东方财富扣非净利润同比=6.6%, 市值=164.4亿",0.038647342995169,-0.0353337072349971,164.369228385,18.332099687091635,0.9382449524923328,0.92,0.92,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,66.6,低估价值,,17.2,17.36,0.009302325581395321,0.028612467432505673,16.8771044,17.36,2025-05-06,2026-05-18
