序号,日期,股票,代码,买卖,操作摘要,交易结果,成交价,数量(股),成交金额(元),手续费税费滑点(元),买卖理由,本次已实现盈亏(元),本次收益率(%),交易后持股(股),持仓状态,现金变化(元),选股理由,买卖依据对照,结构比例,锚点低/高,锚点日期
61,2025-02-13,润泽科技,sz.300442,卖出,"卖出润泽科技(sz.300442) 2000股，成交价55.89，成交金额111,780.00元，现金+111,658.72元，本次亏损-3,028.33元，收益率-2.64%，剩余4400股","亏损-3,028.33元 (-2.64%)",55.89,2000,111780.0,121.28,收盘条件止损；14:55收盘代理价成交,-3028.33,-2.6405,4400,持有4400股,111658.72,,,,,
62,2025-02-13,润泽科技,sz.300442,卖出,"卖出润泽科技(sz.300442) 1100股，成交价55.89，成交金额61,479.00元，现金+61,412.30元，本次盈利+1,383.20元，收益率+2.30%，剩余3300股","盈利1,383.20元 (+2.30%)",55.89,1100,61479.0,66.7,止盈条件=profit_floor；14:55收盘代理价成交,1383.2,2.3042,3300,持有3300股,61412.3,,,,,
63,2025-02-17,中信博,sh.688408,买入,"买入中信博(sh.688408) 200股，成交价54.444，成交金额10,888.74元，现金-10,899.18元，交易后持股1800股",建仓成本10.44元,54.444,200,10888.74,10.44,L9；价值线网格第9份；盘中触及结构位成交,-10.44,,1800,持有1800股,-10899.18,,,,,
64,2025-02-18,润泽科技,sz.300442,卖出,"卖出润泽科技(sz.300442) 1100股，成交价54.63，成交金额60,093.00元，现金+60,027.80元，本次亏损-1.30元，收益率-0.00%，剩余2200股",亏损-1.30元 (-0.00%),54.63,1100,60093.0,65.2,止盈条件=rising_ma20_break_3pct；14:55收盘代理价成交,-1.3,-0.0022,2200,持有2200股,60027.8,,,,,
65,2025-02-18,乖宝宠物,sz.301498,卖出,"卖出乖宝宠物(sz.301498) 1300股，成交价86.86，成交金额112,918.00元，现金+112,795.48元，本次亏损-4,351.01元，收益率-3.71%，剩余3400股","亏损-4,351.01元 (-3.71%)",86.86,1300,112918.0,122.52,收盘条件止损；14:55收盘代理价成交,-4351.01,-3.7142,3400,持有3400股,112795.48,,,,,
66,2025-02-18,乖宝宠物,sz.301498,卖出,"卖出乖宝宠物(sz.301498) 800股，成交价86.86，成交金额69,488.00元，现金+69,412.61元，本次盈利+13,171.72元，收益率+23.42%，剩余2600股","盈利13,171.72元 (+23.42%)",86.86,800,69488.0,75.39,止盈条件=rising_ma20_break_3pct；14:55收盘代理价成交,13171.72,23.4202,2600,持有2600股,69412.61,,,,,
67,2025-02-19,润泽科技,sz.300442,卖出,"卖出润泽科技(sz.300442) 2200股，成交价54.64，成交金额120,208.00元，现金+120,077.57元，本次盈利+19.38元，收益率+0.02%，清仓",盈利19.38元 (+0.02%),54.64,2200,120208.0,130.43,低效率仓次日开盘退出,19.38,0.0161,0,清仓,120077.57,,,,,
68,2025-02-19,乖宝宠物,sz.301498,买入,"买入乖宝宠物(sz.301498) 1000股，成交价84.92，成交金额84,920.00元，现金-84,969.68元，交易后持股3600股",建仓成本49.68元,84.92,1000,84920.0,49.68,浮盈加仓50%；上涨波段62.5%拉回支撑5%区域；共振=MA60；close_confirmed,-49.68,,3600,持有3600股,-84969.68,基本面硬条件通过且多周期强度居前；20日强度+6.5%；60日强度+41.5%；120日强度+109.7%；距120日高点-10.9%；MA20/MA60同步上扬；贴近上扬MA20支撑；多周期均量扣低走高,MA20/MA60同步上扬；贴近上扬MA20支撑；多周期均量扣低走高,0.625,50.7 / 98.88,2024-06-19 → 2025-01-27
69,2025-02-21,艾力斯,sh.688578,买入,"买入艾力斯(sh.688578) 4000股，成交价73.69，成交金额294,760.00元，现金-294,932.43元，交易后持股4000股",建仓成本172.43元,73.69,4000,294760.0,172.43,33未三日下行首仓；整理平台收盘放量突破；平台上沿止损；close_confirmed,-172.43,,4000,持有4000股,-294932.43,基本面硬条件通过且多周期强度居前；20日强度+12.6%；60日强度+42.3%；120日强度+32.2%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,,,
70,2025-02-26,中信博,sh.688408,卖出,"卖出中信博(sh.688408) 200股，成交价60.325，成交金额12,065.08元，现金+12,048.02元，本次盈利+575.46元，收益率+5.02%，剩余1600股",盈利575.46元 (+5.02%),60.325,200,12065.08,17.07,L8；上一格卖出；盘中触及结构位成交,575.46,5.016,1600,持有1600股,12048.02,,,,,
71,2025-02-26,中信博,sh.688408,卖出,"卖出中信博(sh.688408) 200股，成交价57.309，成交金额11,461.83元，现金+11,445.37元，本次盈利+546.19元，收益率+5.01%，剩余1400股",盈利546.19元 (+5.01%),57.309,200,11461.83,16.46,L9；上一格卖出；盘中触及结构位成交,546.19,5.0112,1400,持有1400股,11445.37,,,,,
72,2025-03-03,中信博,sh.688408,买入,"买入中信博(sh.688408) 200股，成交价57.309，成交金额11,461.83元，现金-11,472.56元，交易后持股1600股",建仓成本10.73元,57.309,200,11461.83,10.73,L8；价值线网格第8份；盘中触及结构位成交,-10.73,,1600,持有1600股,-11472.56,,,,,
73,2025-03-06,乖宝宠物,sz.301498,卖出,"卖出乖宝宠物(sz.301498) 1000股，成交价87.63，成交金额87,630.00元，现金+87,534.92元，本次盈利+2,565.24元，收益率+3.02%，剩余2600股","盈利2,565.24元 (+3.02%)",87.63,1000,87630.0,95.08,entry time condition；14:55收盘代理价成交,2565.24,3.019,2600,持有2600股,87534.92,,,,,
74,2025-03-07,中信博,sh.688408,买入,"买入中信博(sh.688408) 200股，成交价54.444，成交金额10,888.74元，现金-10,899.18元，交易后持股1800股",建仓成本10.44元,54.444,200,10888.74,10.44,L9；价值线网格第9份；盘中触及结构位成交,-10.44,,1800,持有1800股,-10899.18,,,,,
75,2025-03-10,艾力斯,sh.688578,买入,"买入艾力斯(sh.688578) 1800股，成交价79.2，成交金额142,560.00元，现金-142,643.40元，交易后持股5800股",建仓成本83.40元,79.2,1800,142560.0,83.4,"浮盈加仓50%；上涨波段75.0%拉回支撑5%区域；共振=MA5,MA10；close_confirmed",-83.4,,5800,持有5800股,-142643.4,基本面硬条件通过且多周期强度居前；20日强度+15.6%；60日强度+40.8%；120日强度+75.8%；距120日高点-2.3%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,0.75,61.06 / 84.55,2024-06-25 → 2025-03-06
76,2025-03-11,中信博,sh.688408,卖出,"卖出中信博(sh.688408) 200股，成交价57.309，成交金额11,461.83元，现金+11,445.37元，本次盈利+546.19元，收益率+5.01%，剩余1600股",盈利546.19元 (+5.01%),57.309,200,11461.83,16.46,L9；上一格卖出；盘中触及结构位成交,546.19,5.0112,1600,持有1600股,11445.37,,,,,
77,2025-03-11,艾力斯,sh.688578,卖出,"卖出艾力斯(sh.688578) 1800股，成交价77.73，成交金额139,914.00元，现金+139,762.19元，本次亏损-2,881.20元，收益率-2.02%，剩余4000股","亏损-2,881.20元 (-2.02%)",77.73,1800,139914.0,151.81,收盘条件止损；14:55收盘代理价成交,-2881.2,-2.0199,4000,持有4000股,139762.19,,,,,
78,2025-03-12,艾力斯,sh.688578,卖出,"卖出艾力斯(sh.688578) 800股，成交价76.22，成交金额60,976.00元，现金+60,909.84元，本次盈利+1,923.35元，收益率+3.26%，剩余3200股","盈利1,923.35元 (+3.26%)",76.22,800,60976.0,66.16,止盈条件=profit_floor；14:55收盘代理价成交,1923.35,3.2607,3200,持有3200股,60909.84,,,,,
79,2025-03-14,艾力斯,sh.688578,卖出,"卖出艾力斯(sh.688578) 800股，成交价72.56，成交金额58,048.00元，现金+57,984.95元，本次亏损-1,001.53元，收益率-1.70%，剩余2400股","亏损-1,001.53元 (-1.70%)",72.56,800,58048.0,63.05,止盈条件=rising_ma20_break_3pct；14:55收盘代理价成交,-1001.53,-1.6979,2400,持有2400股,57984.95,,,,,
80,2025-03-17,乖宝宠物,sz.301498,买入,"买入乖宝宠物(sz.301498) 1000股，成交价89.3，成交金额89,300.00元，现金-89,352.24元，交易后持股3600股",建仓成本52.24元,89.3,1000,89300.0,52.24,"浮盈加仓50%；上涨波段75.0%拉回支撑5%区域；共振=MA10,MA20,MA60；close_confirmed",-52.24,,3600,持有3600股,-89352.24,基本面硬条件通过且多周期强度居前；20日强度+3.9%；60日强度+40.5%；120日强度+103.6%；距120日高点-0.8%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,0.75,50.7 / 100.96,2024-06-19 → 2025-03-13
81,2025-03-18,艾力斯,sh.688578,卖出,"卖出艾力斯(sh.688578) 2400股，成交价73.82，成交金额177,168.00元，现金+176,975.77元，本次盈利+16.31元，收益率+0.01%，清仓",盈利16.31元 (+0.01%),73.82,2400,177168.0,192.23,低效率仓次日开盘退出,16.31,0.0092,0,清仓,176975.77,,,,,
82,2025-03-18,乖宝宠物,sz.301498,卖出,"卖出乖宝宠物(sz.301498) 1000股，成交价88.24，成交金额88,240.00元，现金+88,144.26元，本次亏损-1,207.98元，收益率-1.35%，剩余2600股","亏损-1,207.98元 (-1.35%)",88.24,1000,88240.0,95.74,收盘条件止损；14:55收盘代理价成交,-1207.98,-1.3519,2600,持有2600股,88144.26,,,,,
83,2025-03-19,乖宝宠物,sz.301498,买入,"买入乖宝宠物(sz.301498) 1000股，成交价88.55，成交金额88,550.00元，现金-88,601.80元，交易后持股3600股",建仓成本51.80元,88.55,1000,88550.0,51.8,"浮盈加仓50%；上涨波段75.0%拉回支撑5%区域；共振=MA10,MA20,MA60；close_confirmed",-51.8,,3600,持有3600股,-88601.8,基本面硬条件通过且多周期强度居前；20日强度+1.6%；60日强度+27.8%；120日强度+79.4%；距120日高点-9.5%；MA20/MA60同步上扬；贴近上扬MA20支撑；量能高于5/10日基准1.28倍；多周期均量扣低走高,MA20/MA60同步上扬；贴近上扬MA20支撑；量能高于5/10日基准1.28倍；多周期均量扣低走高,0.75,50.03 / 100.96,2024-06-07 → 2025-03-13
84,2025-03-21,伯特利,sh.603596,买入,"买入伯特利(sh.603596) 7200股，成交价41.625，成交金额299,700.00元，现金-299,875.32元，交易后持股7200股",建仓成本175.32元,41.625,7200,299700.0,175.32,33未三日下行首仓；连阳波段一半拉回；一半位置止损；盘中触及结构位成交,-175.32,,7200,持有7200股,-299875.32,基本面硬条件通过且多周期强度居前；20日强度+6.9%；60日强度+37.6%；120日强度+73.4%；距120日高点-0.1%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,,,
85,2025-03-25,伯特利,sh.603596,卖出,"卖出伯特利(sh.603596) 7200股，成交价41.01，成交金额295,272.00元，现金+294,951.63元，本次亏损-4,923.69元，收益率-1.64%，清仓","亏损-4,923.69元 (-1.64%)",41.01,7200,295272.0,320.37,收盘条件止损；14:55收盘代理价成交,-4923.69,-1.6419,0,清仓,294951.63,,,,,
86,2025-03-25,乖宝宠物,sz.301498,卖出,"卖出乖宝宠物(sz.301498) 1000股，成交价85.37，成交金额85,370.00元，现金+85,277.37元，本次亏损-3,324.43元，收益率-3.75%，剩余2600股","亏损-3,324.43元 (-3.75%)",85.37,1000,85370.0,92.63,收盘条件止损；14:55收盘代理价成交,-3324.43,-3.7521,2600,持有2600股,85277.37,,,,,
87,2025-03-31,中信博,sh.688408,买入,"买入中信博(sh.688408) 200股，成交价54.444，成交金额10,888.74元，现金-10,899.18元，交易后持股1800股",建仓成本10.44元,54.444,200,10888.74,10.44,L9；价值线网格第9份；盘中触及结构位成交,-10.44,,1800,持有1800股,-10899.18,,,,,
88,2025-03-31,卫星化学,sz.002648,买入,"买入卫星化学(sz.002648) 9100股，成交价21.85，成交金额198,835.00元，现金-198,951.32元，交易后持股9100股",建仓成本116.32元,21.85,9100,198835.0,116.32,33三日下行试错首仓；整理平台收盘放量突破；平台上沿止损；close_confirmed,-116.32,,9100,持有9100股,-198951.32,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.40倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+6.3%；60日强度+22.8%；120日强度+39.5%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.40倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.40倍；多周期均量扣低走高,,,
89,2025-04-01,卫星化学,sz.002648,卖出,"卖出卫星化学(sz.002648) 9100股，成交价21.5，成交金额195,650.00元，现金+195,437.72元，本次亏损-3,513.60元，收益率-1.77%，清仓","亏损-3,513.60元 (-1.77%)",21.5,9100,195650.0,212.28,收盘条件止损；14:55收盘代理价成交,-3513.6,-1.7661,0,清仓,195437.72,,,,,
90,2025-04-01,艾力斯,sh.688578,买入,"买入艾力斯(sh.688578) 2200股，成交价87.5，成交金额192,500.00元，现金-192,612.61元，交易后持股2200股",建仓成本112.61元,87.5,2200,192500.0,112.61,33三日下行试错首仓；W底收盘放量突破颈线；close_confirmed,-112.61,,2200,持有2200股,-192612.61,基本面硬条件通过且多周期强度居前；20日强度+8.7%；60日强度+39.5%；120日强度+92.9%；距120日高点-0.4%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,,,
91,2025-04-07,中信博,sh.688408,买入,"买入中信博(sh.688408) 400股，成交价49.25，成交金额19,700.00元，现金-19,714.85元，交易后持股2200股",建仓成本14.85元,49.25,400,19700.0,14.85,L10；价值线网格第10份；开盘已触发成交,-14.85,,2200,持有2200股,-19714.85,,,,,
92,2025-04-07,艾力斯,sh.688578,卖出,"卖出艾力斯(sh.688578) 2200股，成交价78.75，成交金额173,250.00元，现金+173,062.02元，本次亏损-19,550.59元，收益率-10.15%，清仓","亏损-19,550.59元 (-10.15%)",78.75,2200,173250.0,187.98,hard space stop 78.750；盘中硬止损成交,-19550.59,-10.1502,0,清仓,173062.02,,,,,
93,2025-04-21,康弘药业,sz.002773,买入,"买入康弘药业(sz.002773) 7300股，成交价27.14，成交金额198,122.00元，现金-198,237.90元，交易后持股7300股",建仓成本115.90元,27.14,7300,198122.0,115.9,33三日下行试错首仓；W底收盘放量突破颈线；close_confirmed,-115.9,,7300,持有7300股,-198237.9,基本面硬条件通过且多周期强度居前；20日强度+15.0%；60日强度+37.2%；120日强度+27.4%；距120日高点-6.0%；MA20/MA60同步上扬；收盘站上MA20,MA20/MA60同步上扬；收盘站上MA20,,,
94,2025-04-25,康弘药业,sz.002773,卖出,"卖出康弘药业(sz.002773) 7300股，成交价25.9，成交金额189,070.00元，现金+188,864.86元，本次亏损-9,373.04元，收益率-4.73%，清仓","亏损-9,373.04元 (-4.73%)",25.9,7300,189070.0,205.14,收盘条件止损；14:55收盘代理价成交,-9373.04,-4.7282,0,清仓,188864.86,,,,,
95,2025-04-28,乖宝宠物,sz.301498,买入,"买入乖宝宠物(sz.301498) 800股，成交价110.05，成交金额88,040.00元，现金-88,091.50元，交易后持股3400股",建仓成本51.50元,110.05,800,88040.0,51.5,浮盈加仓50%；上涨波段75.0%拉回支撑5%区域；共振=MA5；close_confirmed,-51.5,,3400,持有3400股,-88091.5,基本面硬条件通过且多周期强度居前；20日强度+30.1%；60日强度+23.3%；120日强度+77.9%；距120日高点-5.2%；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.93倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.93倍；多周期均量扣低走高,0.75,75.42 / 120.1,2025-01-06 → 2025-04-24
96,2025-04-30,乖宝宠物,sz.301498,卖出,"卖出乖宝宠物(sz.301498) 800股，成交价107.39，成交金额85,912.00元，现金+85,818.79元，本次亏损-2,272.72元，收益率-2.58%，剩余2600股","亏损-2,272.72元 (-2.58%)",107.39,800,85912.0,93.21,收盘条件止损；14:55收盘代理价成交,-2272.72,-2.58,2600,持有2600股,85818.79,,,,,
97,2025-05-06,乖宝宠物,sz.301498,卖出,"卖出乖宝宠物(sz.301498) 800股，成交价104.22，成交金额83,376.00元，现金+83,285.54元，本次盈利+27,044.66元，收益率+48.09%，剩余1800股","盈利27,044.66元 (+48.09%)",104.22,800,83376.0,90.46,止盈条件=volume_node_break:2025-04-29；14:55收盘代理价成交,27044.66,48.0872,1800,持有1800股,83285.54,,,,,
98,2025-05-06,乖宝宠物,sz.301498,买入,"买入乖宝宠物(sz.301498) 600股，成交价104.22，成交金额62,532.00元，现金-62,568.58元，交易后持股2400股",建仓成本36.58元,104.22,600,62532.0,36.58,浮盈加仓50%；上涨波段75.0%拉回支撑5%区域；共振=MA10；close_confirmed,-36.58,,2400,持有2400股,-62568.58,基本面硬条件通过且多周期强度居前；20日强度+18.6%；60日强度+10.2%；120日强度+70.6%；距120日高点-9.6%；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,0.75,55.63 / 120.1,2024-10-18 → 2025-04-24
99,2025-05-07,中信博,sh.688408,卖出,"卖出中信博(sh.688408) 200股，成交价48.46，成交金额9,692.00元，现金+9,677.31元，本次亏损-3,120.09元，收益率-24.38%，剩余2000股","亏损-3,120.09元 (-24.38%)",48.46,200,9692.0,14.69,L1；quality_score_below_70；earnings_yoy_below_10pct；mktcap_below_100；次日开盘退出,-3120.09,-24.3806,2000,持有2000股,9677.31,,,,,
100,2025-05-07,中信博,sh.688408,卖出,"卖出中信博(sh.688408) 200股，成交价48.46，成交金额9,692.00元，现金+9,677.31元，本次亏损-3,120.09元，收益率-24.38%，剩余1800股","亏损-3,120.09元 (-24.38%)",48.46,200,9692.0,14.69,L2；quality_score_below_70；earnings_yoy_below_10pct；mktcap_below_100；次日开盘退出,-3120.09,-24.3806,1800,持有1800股,9677.31,,,,,
101,2025-05-07,中信博,sh.688408,卖出,"卖出中信博(sh.688408) 200股，成交价48.46，成交金额9,692.00元，现金+9,677.31元，本次亏损-3,120.09元，收益率-24.38%，剩余1600股","亏损-3,120.09元 (-24.38%)",48.46,200,9692.0,14.69,L3；quality_score_below_70；earnings_yoy_below_10pct；mktcap_below_100；次日开盘退出,-3120.09,-24.3806,1600,持有1600股,9677.31,,,,,
102,2025-05-07,中信博,sh.688408,卖出,"卖出中信博(sh.688408) 200股，成交价48.46，成交金额9,692.00元，现金+9,677.31元，本次亏损-3,702.89元，收益率-27.67%，剩余1400股","亏损-3,702.89元 (-27.67%)",48.46,200,9692.0,14.69,L5；quality_score_below_70；earnings_yoy_below_10pct；mktcap_below_100；次日开盘退出,-3702.89,-27.6744,1400,持有1400股,9677.31,,,,,
103,2025-05-07,中信博,sh.688408,卖出,"卖出中信博(sh.688408) 200股，成交价48.46，成交金额9,692.00元，现金+9,677.31元，本次亏损-2,483.77元，收益率-20.42%，剩余1200股","亏损-2,483.77元 (-20.42%)",48.46,200,9692.0,14.69,L4；quality_score_below_70；earnings_yoy_below_10pct；mktcap_below_100；次日开盘退出,-2483.77,-20.4239,1200,持有1200股,9677.31,,,,,
104,2025-05-07,中信博,sh.688408,卖出,"卖出中信博(sh.688408) 200股，成交价48.46，成交金额9,692.00元，现金+9,677.31元，本次亏损-2,483.77元，收益率-20.42%，剩余1000股","亏损-2,483.77元 (-20.42%)",48.46,200,9692.0,14.69,L6；quality_score_below_70；earnings_yoy_below_10pct；mktcap_below_100；次日开盘退出,-2483.77,-20.4239,1000,持有1000股,9677.31,,,,,
105,2025-05-07,中信博,sh.688408,卖出,"卖出中信博(sh.688408) 200股，成交价48.46，成交金额9,692.00元，现金+9,677.31元，本次亏损-2,398.81元，收益率-19.86%，剩余800股","亏损-2,398.81元 (-19.86%)",48.46,200,9692.0,14.69,L7；quality_score_below_70；earnings_yoy_below_10pct；mktcap_below_100；次日开盘退出,-2398.81,-19.8641,800,持有800股,9677.31,,,,,
106,2025-05-07,中信博,sh.688408,卖出,"卖出中信博(sh.688408) 200股，成交价48.46，成交金额9,692.00元，现金+9,677.31元，本次亏损-1,795.25元，收益率-15.65%，剩余600股","亏损-1,795.25元 (-15.65%)",48.46,200,9692.0,14.69,L8；quality_score_below_70；earnings_yoy_below_10pct；mktcap_below_100；次日开盘退出,-1795.25,-15.6482,600,持有600股,9677.31,,,,,
107,2025-05-07,中信博,sh.688408,卖出,"卖出中信博(sh.688408) 200股，成交价48.46，成交金额9,692.00元，现金+9,677.31元，本次亏损-1,221.88元，收益率-11.21%，剩余400股","亏损-1,221.88元 (-11.21%)",48.46,200,9692.0,14.69,L9；quality_score_below_70；earnings_yoy_below_10pct；mktcap_below_100；次日开盘退出,-1221.88,-11.2107,400,持有400股,9677.31,,,,,
108,2025-05-07,中信博,sh.688408,卖出,"卖出中信博(sh.688408) 400股，成交价48.46，成交金额19,384.00元，现金+19,359.62元，本次亏损-355.23元，收益率-1.80%，清仓",亏损-355.23元 (-1.80%),48.46,400,19384.0,24.38,L10；quality_score_below_70；earnings_yoy_below_10pct；mktcap_below_100；次日开盘退出,-355.23,-1.8019,0,清仓,19359.62,,,,,
109,2025-05-07,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价26.52，成交金额18,564.00元，现金-18,578.28元，交易后持股700股",建仓成本14.28元,26.52,700,18564.0,14.28,L1；价值线网格第1份；开盘已触发成交,-14.28,,700,持有700股,-18578.28,,,,,
110,2025-05-07,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价26.52，成交金额18,564.00元，现金-18,578.28元，交易后持股1400股",建仓成本14.28元,26.52,700,18564.0,14.28,L2；价值线网格第2份；开盘已触发成交,-14.28,,1400,持有1400股,-18578.28,,,,,
111,2025-05-07,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价26.52，成交金额18,564.00元，现金-18,578.28元，交易后持股2100股",建仓成本14.28元,26.52,700,18564.0,14.28,L3；价值线网格第3份；开盘已触发成交,-14.28,,2100,持有2100股,-18578.28,,,,,
112,2025-05-07,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价26.52，成交金额18,564.00元，现金-18,578.28元，交易后持股2800股",建仓成本14.28元,26.52,700,18564.0,14.28,L4；价值线网格第4份；开盘已触发成交,-14.28,,2800,持有2800股,-18578.28,,,,,
113,2025-05-07,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价26.52，成交金额18,564.00元，现金-18,578.28元，交易后持股3500股",建仓成本14.28元,26.52,700,18564.0,14.28,L5；价值线网格第5份；开盘已触发成交,-14.28,,3500,持有3500股,-18578.28,,,,,
114,2025-05-07,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价26.52，成交金额18,564.00元，现金-18,578.28元，交易后持股4200股",建仓成本14.28元,26.52,700,18564.0,14.28,L6；价值线网格第6份；开盘已触发成交,-14.28,,4200,持有4200股,-18578.28,,,,,
115,2025-05-07,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价26.52，成交金额18,564.00元，现金-18,578.28元，交易后持股4900股",建仓成本14.28元,26.52,700,18564.0,14.28,L7；价值线网格第7份；开盘已触发成交,-14.28,,4900,持有4900股,-18578.28,,,,,
116,2025-05-07,乖宝宠物,sz.301498,卖出,"卖出乖宝宠物(sz.301498) 600股，成交价103.47，成交金额62,082.00元，现金+62,014.64元，本次亏损-553.94元，收益率-0.89%，剩余1800股",亏损-553.94元 (-0.89%),103.47,600,62082.0,67.36,收盘条件止损；14:55收盘代理价成交,-553.94,-0.8853,1800,持有1800股,62014.64,,,,,
117,2025-05-09,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价25.64，成交金额17,948.00元，现金-17,961.97元，交易后持股5600股",建仓成本13.97元,25.64,700,17948.0,13.97,L8；价值线网格第8份；开盘已触发成交,-13.97,,5600,持有5600股,-17961.97,,,,,
118,2025-05-09,乖宝宠物,sz.301498,买入,"买入乖宝宠物(sz.301498) 600股，成交价105.18，成交金额63,108.00元，现金-63,144.92元，交易后持股2400股",建仓成本36.92元,105.18,600,63108.0,36.92,"浮盈加仓50%；上涨波段75.0%拉回支撑5%区域；共振=MA5,MA10,MA20；close_confirmed",-36.92,,2400,持有2400股,-63144.92,基本面硬条件通过且多周期强度居前；20日强度+21.4%；60日强度+16.0%；120日强度+62.6%；距120日高点-12.0%；MA20/MA60同步上扬；收盘站上MA20,MA20/MA60同步上扬；收盘站上MA20,0.75,55.63 / 120.1,2024-10-18 → 2025-04-24
119,2025-05-12,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 800股，成交价24.762，成交金额19,809.98元，现金-19,824.88元，交易后持股6400股",建仓成本14.90元,24.762,800,19809.98,14.9,L9；价值线网格第9份；盘中触及结构位成交,-14.9,,6400,持有6400股,-19824.88,,,,,
120,2025-05-13,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 800股，成交价26.066，成交金额20,852.61元，现金+20,826.75元，本次盈利+1,001.87元，收益率+5.05%，剩余5600股","盈利1,001.87元 (+5.05%)",26.066,800,20852.61,25.85,L9；上一格卖出；盘中触及结构位成交,1001.87,5.0536,5600,持有5600股,20826.75,,,,,
121,2025-05-16,豪迈科技,sz.002595,买入,"买入豪迈科技(sz.002595) 7200股，成交价41.54，成交金额299,088.00元，现金-299,262.97元，交易后持股7200股",建仓成本174.97元,41.54,7200,299088.0,174.97,33未三日下行首仓；W底收盘放量突破颈线；close_confirmed,-174.97,,7200,持有7200股,-299262.97,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；基本面硬条件通过且多周期强度居前；20日强度+6.9%；60日强度+21.6%；120日强度+32.9%；距120日高点-2.5%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,,,
122,2025-05-19,豪迈科技,sz.002595,卖出,"卖出豪迈科技(sz.002595) 7200股，成交价40.92，成交金额294,624.00元，现金+294,304.33元，本次亏损-4,958.63元，收益率-1.66%，清仓","亏损-4,958.63元 (-1.66%)",40.92,7200,294624.0,319.67,收盘条件止损；14:55收盘代理价成交,-4958.63,-1.6569,0,清仓,294304.33,,,,,
123,2025-05-22,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 700股，成交价27.59，成交金额19,313.00元，现金+19,288.69元，本次盈利+1,326.71元，收益率+7.39%，剩余4900股","盈利1,326.71元 (+7.39%)",27.59,700,19313.0,24.31,L8；上一格卖出；开盘已触发成交,1326.71,7.3862,4900,持有4900股,19288.69,,,,,
